name,type,year,description,url,gender,organization,age,country,current_country
Georg von B�k�sy,medicine,1961,for his discoveries of the physical mechanism of stimulation within the cochlea,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1961/bekesy-facts.html,male,FALSE,62,Hungary,Hungary
Ivo Andric,literature,1961,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country,https://www.nobelprize.org/nobel_prizes/literature/laureates/1961/andric-facts.html,male,FALSE,69,Bosnia,Bosnia and Herzegovina
Dag Hjalmar Agne Carl Hammarskj�ld,peace,1961,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1961/hammarskjold-facts.html,male,FALSE,56,Sweden,Sweden
Donald Arthur Glaser,physics,1960,for the invention of the bubble chamber,https://www.nobelprize.org/nobel_prizes/physics/laureates/1960/glaser-facts.html,male,FALSE,34,USA,USA
Willard Frank Libby,chemistry,1960,"for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1960/libby-facts.html,male,FALSE,52,USA,USA
Sir Frank Macfarlane Burnet,medicine,1960,for discovery of acquired immunological tolerance,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1960/burnet-facts.html,male,FALSE,61,Australia,Australia
Peter Brian Medawar,medicine,1960,for discovery of acquired immunological tolerance,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1960/medawar-facts.html,male,FALSE,45,Brazil,Brazil
Saint-John Perse,literature,1960,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,https://www.nobelprize.org/nobel_prizes/literature/laureates/1960/perse-facts.html,male,FALSE,73,Guadeloupe Island,Guadeloupe Island
Albert John Lutuli,peace,1960,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1960/lutuli-facts.html,male,FALSE,62,Southern Rhodesia,Zimbabwe
Emilio Gino Segr�,physics,1959,for their discovery of the antiproton,https://www.nobelprize.org/nobel_prizes/physics/laureates/1959/segre-facts.html,male,FALSE,54,Italy,Italy
Owen Chamberlain,physics,1959,for their discovery of the antiproton,https://www.nobelprize.org/nobel_prizes/physics/laureates/1959/chamberlain-facts.html,male,FALSE,39,USA,USA
Jaroslav Heyrovsky,chemistry,1959,for his discovery and development of the polarographic methods of analysis,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1959/heyrovsky-facts.html,male,FALSE,69,Austria-Hungary,Czech Republic
Severo Ochoa,medicine,1959,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1959/ochoa-facts.html,male,FALSE,54,Spain,Spain
Arthur Kornberg,medicine,1959,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1959/kornberg-facts.html,male,FALSE,41,USA,USA
Salvatore Quasimodo,literature,1959,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",https://www.nobelprize.org/nobel_prizes/literature/laureates/1959/quasimodo-facts.html,male,FALSE,58,Italy,Italy
Philip J. Noel-Baker,peace,1959,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1959/noel-baker-facts.html,male,FALSE,70,United Kingdom,United Kingdom
Pavel Alekseyevich Cherenkov,physics,1958,for the discovery and the interpretation of the Cherenkov effect,https://www.nobelprize.org/nobel_prizes/physics/laureates/1958/cerenkov-facts.html,male,FALSE,54,Russia,Russia
Il�ja Mikhailovich Frank,physics,1958,for the discovery and the interpretation of the Cherenkov effect,https://www.nobelprize.org/nobel_prizes/physics/laureates/1958/frank-facts.html,male,FALSE,50,Russia,Russia
Igor Yevgenyevich Tamm,physics,1958,for the discovery and the interpretation of the Cherenkov effect,https://www.nobelprize.org/nobel_prizes/physics/laureates/1958/tamm-facts.html,male,FALSE,63,Russia,Russia
Frederick Sanger,chemistry,1958,"for his work on the structure of proteins, especially that of insulin",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1958/sanger-facts.html,male,FALSE,40,United Kingdom,United Kingdom
George Wells Beadle,medicine,1958,for their discovery that genes act by regulating definite chemical eventsfor his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1958/beadle-facts.html,male,FALSE,55,USA,USA
Edward Lawrie Tatum,medicine,1958,for their discovery that genes act by regulating definite chemical eventsfor his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1958/tatum-facts.html,male,FALSE,49,USA,USA
Joshua Lederberg,medicine,1958,for their discovery that genes act by regulating definite chemical eventsfor his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1958/lederberg-facts.html,male,FALSE,33,USA,USA
Boris Leonidovich Pasternak,literature,1958,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition,https://www.nobelprize.org/nobel_prizes/literature/laureates/1958/pasternak-facts.html,male,FALSE,68,Russia,Russia
Georges Pire,peace,1958,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1958/pire-facts.html,male,FALSE,48,Belgium,Belgium
Chen Ning Yang,physics,1957,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,https://www.nobelprize.org/nobel_prizes/physics/laureates/1957/yang-facts.html,male,FALSE,35,China,China
Tsung-Dao (T.D.) Lee,physics,1957,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,https://www.nobelprize.org/nobel_prizes/physics/laureates/1957/lee-facts.html,male,FALSE,31,China,China
Lord (Alexander R.) Todd,chemistry,1957,for his work on nucleotides and nucleotide co-enzymes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1957/todd-facts.html,male,FALSE,50,Scotland,Scotland
Daniel Bovet,medicine,1957,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles",https://www.nobelprize.org/nobel_prizes/medicine/laureates/1957/bovet-facts.html,male,FALSE,50,Switzerland,Switzerland
Albert Camus,literature,1957,"for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times",https://www.nobelprize.org/nobel_prizes/literature/laureates/1957/camus-facts.html,male,FALSE,44,French Algeria,Algeria
Lester Bowles Pearson,peace,1957,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1957/pearson-facts.html,male,FALSE,60,Canada,Canada
William Bradford Shockley,physics,1956,for their researches on semiconductors and their discovery of the transistor effect,https://www.nobelprize.org/nobel_prizes/physics/laureates/1956/shockley-facts.html,male,FALSE,46,United Kingdom,United Kingdom
John Bardeen,physics,1956,for their researches on semiconductors and their discovery of the transistor effect,https://www.nobelprize.org/nobel_prizes/physics/laureates/1956/bardeen-facts.html,male,FALSE,48,USA,USA
Walter Houser Brattain,physics,1956,for their researches on semiconductors and their discovery of the transistor effect,https://www.nobelprize.org/nobel_prizes/physics/laureates/1956/brattain-facts.html,male,FALSE,54,China,China
Sir Cyril Norman Hinshelwood,chemistry,1956,for their researches into the mechanism of chemical reactions,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1956/hinshelwood-facts.html,male,FALSE,59,United Kingdom,United Kingdom
Nikolay Nikolaevich Semenov,chemistry,1956,for their researches into the mechanism of chemical reactions,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1956/semenov-facts.html,male,FALSE,60,Russia,Russia
Andr� Fr�d�ric Cournand,medicine,1956,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1956/cournand-facts.html,male,FALSE,61,France,France
Werner Forssmann,medicine,1956,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1956/forssmann-facts.html,male,FALSE,52,Germany,Germany
Dickinson W. Richards,medicine,1956,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1956/richards-facts.html,male,FALSE,61,USA,USA
Juan Ram�n Jim�nez,literature,1956,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",https://www.nobelprize.org/nobel_prizes/literature/laureates/1956/jimenez-facts.html,male,FALSE,75,Spain,Spain
Willis Eugene Lamb,physics,1955,for his discoveries concerning the fine structure of the hydrogen spectrumfor his precision determination of the magnetic moment of the electron,https://www.nobelprize.org/nobel_prizes/physics/laureates/1955/lamb-facts.html,male,FALSE,42,USA,USA
Polykarp Kusch,physics,1955,for his discoveries concerning the fine structure of the hydrogen spectrumfor his precision determination of the magnetic moment of the electron,https://www.nobelprize.org/nobel_prizes/physics/laureates/1955/kusch-facts.html,male,FALSE,44,Germany,Germany
Vincent du Vigneaud,chemistry,1955,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1955/vigneaud-facts.html,male,FALSE,54,USA,USA
Axel Hugo Theodor Theorell,medicine,1955,for his discoveries concerning the nature and mode of action of oxidation enzymes,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1955/theorell-facts.html,male,FALSE,52,Sweden,Sweden
Halld�r Kiljan Laxness,literature,1955,for his vivid epic power which has renewed the great narrative art of Iceland,https://www.nobelprize.org/nobel_prizes/literature/laureates/1955/laxness-facts.html,male,FALSE,53,Iceland,Iceland
Max Born,physics,1954,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunctionfor the coincidence method and his discoveries made therewith",https://www.nobelprize.org/nobel_prizes/physics/laureates/1954/born-facts.html,male,FALSE,72,Germany,Poland
Walther Bothe,physics,1954,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunctionfor the coincidence method and his discoveries made therewith",https://www.nobelprize.org/nobel_prizes/physics/laureates/1954/bothe-facts.html,male,FALSE,63,Germany,Germany
Linus Carl Pauling,chemistry,1954,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1954/pauling-facts.html,male,FALSE,53,USA,USA
