name,type,year,url,gender,organization,age,country,current_country,description
Georges Pire,peace,1958,https://www.nobelprize.org/nobel_prizes/peace/laureates/1958/pire-facts.html,male,FALSE,48,Belgium,Belgium,
Daniel Bovet,medicine,1957,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1957/bovet-facts.html,male,FALSE,50,Switzerland,Switzerland,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles"
Albert Camus,literature,1957,https://www.nobelprize.org/nobel_prizes/literature/laureates/1957/camus-facts.html,male,FALSE,44,French Algeria,Algeria,"for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times"
Lord (Alexander R.) Todd,chemistry,1957,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1957/todd-facts.html,male,FALSE,50,Scotland,Scotland,for his work on nucleotides and nucleotide co-enzymes
Chen Ning Yang,physics,1957,https://www.nobelprize.org/nobel_prizes/physics/laureates/1957/yang-facts.html,male,FALSE,35,China,China,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles
Tsung-Dao (T.D.) Lee,physics,1957,https://www.nobelprize.org/nobel_prizes/physics/laureates/1957/lee-facts.html,male,FALSE,31,China,China,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles
Lester Bowles Pearson,peace,1957,https://www.nobelprize.org/nobel_prizes/peace/laureates/1957/pearson-facts.html,male,FALSE,60,Canada,Canada,
Juan Ramon Jimenez,literature,1956,https://www.nobelprize.org/nobel_prizes/literature/laureates/1956/jimenez-facts.html,male,FALSE,75,Spain,Spain,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity"
Andre Frederic Cournand,medicine,1956,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1956/cournand-facts.html,male,FALSE,61,France,France,for their discoveries concerning heart catheterization and pathological changes in the circulatory system
Werner Forssmann,medicine,1956,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1956/forssmann-facts.html,male,FALSE,52,Germany,Germany,for their discoveries concerning heart catheterization and pathological changes in the circulatory system
Dickinson W. Richards,medicine,1956,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1956/richards-facts.html,male,FALSE,61,USA,USA,for their discoveries concerning heart catheterization and pathological changes in the circulatory system
Sir Cyril Norman Hinshelwood,chemistry,1956,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1956/hinshelwood-facts.html,male,FALSE,59,United Kingdom,United Kingdom,for their researches into the mechanism of chemical reactions
Nikolay Nikolaevich Semenov,chemistry,1956,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1956/semenov-facts.html,male,FALSE,60,Russia,Russia,for their researches into the mechanism of chemical reactions
William Bradford Shockley,physics,1956,https://www.nobelprize.org/nobel_prizes/physics/laureates/1956/shockley-facts.html,male,FALSE,46,United Kingdom,United Kingdom,for their researches on semiconductors and their discovery of the transistor effect
John Bardeen,physics,1956,https://www.nobelprize.org/nobel_prizes/physics/laureates/1956/bardeen-facts.html,male,FALSE,48,USA,USA,for their researches on semiconductors and their discovery of the transistor effect
Walter Houser Brattain,physics,1956,https://www.nobelprize.org/nobel_prizes/physics/laureates/1956/brattain-facts.html,male,FALSE,54,China,China,for their researches on semiconductors and their discovery of the transistor effect
Willis Eugene Lamb,physics,1955,https://www.nobelprize.org/nobel_prizes/physics/laureates/1955/lamb-facts.html,male,FALSE,42,USA,USA,for his discoveries concerning the fine structure of the hydrogen spectrum
Polykarp Kusch,physics,1955,https://www.nobelprize.org/nobel_prizes/physics/laureates/1955/kusch-facts.html,male,FALSE,44,Germany,Germany,for his precision determination of the magnetic moment of the electron
Axel Hugo Theodor Theorell,medicine,1955,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1955/theorell-facts.html,male,FALSE,52,Sweden,Sweden,for his discoveries concerning the nature and mode of action of oxidation enzymes
Halldor Kiljan Laxness,literature,1955,https://www.nobelprize.org/nobel_prizes/literature/laureates/1955/laxness-facts.html,male,FALSE,53,Iceland,Iceland,for his vivid epic power which has renewed the great narrative art of Iceland
Vincent du Vigneaud,chemistry,1955,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1955/vigneaud-facts.html,male,FALSE,54,USA,USA,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone"
Max Born,physics,1954,https://www.nobelprize.org/nobel_prizes/physics/laureates/1954/born-facts.html,male,FALSE,72,Germany,Poland,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction"
Walther Bothe,physics,1954,https://www.nobelprize.org/nobel_prizes/physics/laureates/1954/bothe-facts.html,male,FALSE,63,Germany,Germany,for the coincidence method and his discoveries made therewith
Ernest Miller Hemingway,literature,1954,https://www.nobelprize.org/nobel_prizes/literature/laureates/1954/hemingway-facts.html,male,FALSE,55,USA,USA,"for his mastery of the art of narrative, most recently demonstrated in The Old Man and the Sea, and for the influence that he has exerted on contemporary style"
Linus Carl Pauling,chemistry,1954,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1954/pauling-facts.html,male,FALSE,53,USA,USA,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances
John Franklin Enders,medicine,1954,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1954/enders-facts.html,male,FALSE,57,USA,USA,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue
Thomas Huckle Weller,medicine,1954,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1954/weller-facts.html,male,FALSE,39,USA,USA,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue
Frederick Chapman Robbins,medicine,1954,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1954/robbins-facts.html,male,FALSE,38,USA,USA,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue
Office of the United Nations High Commissioner for Refugees (UNHCR),peace,1954,https://www.nobelprize.org/nobel_prizes/peace/laureates/1954/refugees-facts.html,org,TRUE,,,,
Frits Zernike,physics,1953,https://www.nobelprize.org/nobel_prizes/physics/laureates/1953/zernike-facts.html,male,FALSE,65,the Netherlands,the Netherlands,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope"
Hermann Staudinger,chemistry,1953,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1953/staudinger-facts.html,male,FALSE,72,Germany,Germany,for his discoveries in the field of macromolecular chemistry
Hans Adolf Krebs,medicine,1953,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1953/krebs-facts.html,male,FALSE,53,Germany,Germany,for his discovery of the citric acid cycle
Fritz Albert Lipmann,medicine,1953,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1953/lipmann-facts.html,male,FALSE,54,Germany,Russia,for his discovery of co-enzyme A and its importance for intermediary metabolism
Sir Winston Leonard Spencer Churchill,literature,1953,https://www.nobelprize.org/nobel_prizes/literature/laureates/1953/churchill-facts.html,male,FALSE,79,United Kingdom,United Kingdom,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values
George Catlett Marshall,peace,1953,https://www.nobelprize.org/nobel_prizes/peace/laureates/1953/marshall-facts.html,male,FALSE,73,USA,USA,
Selman Abraham Waksman,medicine,1952,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1952/waksman-facts.html,male,FALSE,64,Russian Empire,Ukraine,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis"
Fran´è_ois Mauriac,literature,1952,https://www.nobelprize.org/nobel_prizes/literature/laureates/1952/mauriac-facts.html,male,FALSE,67,France,France,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life
Felix Bloch,physics,1952,https://www.nobelprize.org/nobel_prizes/physics/laureates/1952/bloch-facts.html,male,FALSE,47,Switzerland,Switzerland,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith
Edward Mills Purcell,physics,1952,https://www.nobelprize.org/nobel_prizes/physics/laureates/1952/purcell-facts.html,male,FALSE,40,USA,USA,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith
Archer John Porter Martin,chemistry,1952,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1952/martin-facts.html,male,FALSE,42,United Kingdom,United Kingdom,for their invention of partition chromatography
Richard Laurence Millington Synge,chemistry,1952,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1952/synge-facts.html,male,FALSE,38,United Kingdom,United Kingdom,for their invention of partition chromatography
Albert Schweitzer,peace,1952,https://www.nobelprize.org/nobel_prizes/peace/laureates/1952/schweitzer-facts.html,male,FALSE,77,Germany,France,
Max Theiler,medicine,1951,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1951/theiler-facts.html,male,FALSE,52,South Africa,South Africa,for his discoveries concerning yellow fever and how to combat it
Par Fabian Lagerkvist,literature,1951,https://www.nobelprize.org/nobel_prizes/literature/laureates/1951/lagerkvist-facts.html,male,FALSE,60,Sweden,Sweden,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind
Edwin Mattison McMillan,chemistry,1951,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1951/mcmillan-facts.html,male,FALSE,44,USA,USA,for their discoveries in the chemistry of the transuranium elements
Glenn Theodore Seaborg,chemistry,1951,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1951/seaborg-facts.html,male,FALSE,39,USA,USA,for their discoveries in the chemistry of the transuranium elements
Sir John Douglas Cockcroft,physics,1951,https://www.nobelprize.org/nobel_prizes/physics/laureates/1951/cockcroft-facts.html,male,FALSE,54,United Kingdom,United Kingdom,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles
Ernest Thomas Sinton Walton,physics,1951,https://www.nobelprize.org/nobel_prizes/physics/laureates/1951/walton-facts.html,male,FALSE,48,Ireland,Ireland,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles
Leon Jouhaux,peace,1951,https://www.nobelprize.org/nobel_prizes/peace/laureates/1951/jouhaux-facts.html,male,FALSE,72,France,France,
Cecil Frank Powell,physics,1950,https://www.nobelprize.org/nobel_prizes/physics/laureates/1950/powell-facts.html,male,FALSE,47,United Kingdom,United Kingdom,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method
Edward Calvin Kendall,medicine,1950,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1950/kendall-facts.html,male,FALSE,64,USA,USA,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"
Tadeus Reichstein,medicine,1950,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1950/reichstein-facts.html,male,FALSE,53,Poland,Poland,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"
Philip Showalter Hench,medicine,1950,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1950/hench-facts.html,male,FALSE,54,USA,USA,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"
Otto Paul Hermann Diels,chemistry,1950,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1950/diels-facts.html,male,FALSE,74,Germany,Germany,for their discovery and development of the diene synthesis
Kurt Alder,chemistry,1950,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1950/alder-facts.html,male,FALSE,48,Prussia,Poland,for their discovery and development of the diene synthesis
